gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
ENSG00000227232,WASH7P,361.109179113346,0.0810992430657541,0.1292120568642879,0.6276445483019678,0.5302368186626698,0.7676307991032253,False
ENSG00000238009,,6.170475521402769,0.0936966166024658,0.954455131193872,0.0981676493113576,0.9217991704645688,,False
ENSG00000237683,,733.8412333757841,-0.0126501461937363,0.1061248622771039,-0.1192005899683094,0.9051164392557856,0.9647134666765484,False
ENSG00000268903,ENSG00000268903,4.911504061976138,-0.761264089851804,0.9697378901669368,-0.7850204653968458,0.4324415695915172,,False
ENSG00000239906,ENSG00000239906,9.674604223689252,0.6654814075914873,0.66341179556,1.00311964913096,0.3158031352482433,,False
ENSG00000241860,ENSG00000241860,76.05798864844058,0.051124439965047,0.2800811731303074,0.1825343681392732,0.8551633855123115,0.944537884318264,False
ENSG00000225972,MTND1P23,49.38219731722997,0.1203226709447308,0.3912299258549004,0.3075497629221649,0.7584249517470725,0.8971490524921067,False
ENSG00000225630,MTND2P28,4987.886994048232,0.1996225874253414,0.1057693961240149,1.8873378759890371,0.0591148951228796,0.2447360288108411,False
ENSG00000237973,MTCO1P12,1322.994151583982,-0.1530974054808872,0.1280104164255076,-1.19597615378416,0.2317058648945903,0.518387569643049,False
ENSG00000229344,MTCO2P12,211.2502578887353,0.1181072367039328,0.1948752025374432,0.6060660113040283,0.5444709197901796,0.7759084635860053,False
ENSG00000248527,MTATP6P1,22275.93855609785,0.1434034740113127,0.0775457465539611,1.8492758195515415,0.0644179954773521,0.2575191968623233,False
ENSG00000198744,MTCO3P12,68.30554821118695,0.0500746906103517,0.2798273047390667,0.1789485506321313,0.8579781001236739,0.946123972538598,False
ENSG00000224956,,75.09555749310586,0.335233851587426,0.2608840358107093,1.2849918184747149,0.1987951430533379,0.4770517367736622,False
ENSG00000235373,,22.24899187074572,0.5351320591306454,0.4455923085180316,1.200945458215849,0.2297723591146035,,False
ENSG00000240618,,14.595743132896516,-0.6420604591526908,0.5572639939495484,-1.1521656990650997,0.2492529898564767,,False
ENSG00000228327,ENSG00000228327,85.83611394049164,-0.1402413718887024,0.2491150044256247,-0.5629583501485661,0.573463245471098,0.7961880562121381,False
ENSG00000237491,LINC01409,34.2915722761388,0.1028027725858192,0.3768290950690008,0.2728100720752339,0.7849992167567885,0.9092800823596372,False
ENSG00000230092,ENSG00000230092,6.610781964555415,-0.7906712005078403,0.798909227462175,-0.989688406803732,0.3223264432534227,,False
ENSG00000225880,LINC00115,14.02300612496969,-0.3083353462207905,0.5675539551019902,-0.5432705444989494,0.5869435417390387,,False
ENSG00000228794,LINC01128,296.0516163699984,0.0616189087527753,0.1440029606467455,0.4279002909109143,0.6687237152994833,0.8524863090595559,False
ENSG00000272438,ENSG00000272438,7.504772078089075,-0.2902569185147617,0.796200065801043,-0.3645527436910462,0.7154452955683883,,False
ENSG00000230699,,35.60459537273672,0.5165621191524831,0.3614354798472247,1.4291959366325324,0.1529479252766752,0.416618711804763,False
ENSG00000223764,LINC02593,42.61322739337799,1.238874983181781,0.3958447894480635,3.1296988521919813,0.0017498559254285,0.0265153361583436,True
ENSG00000187634,SAMD11,115.55248002907985,0.0603728895853191,0.1978014135191197,0.3052197075400748,0.7601988236545798,0.8981443037026509,False
ENSG00000188976,NOC2L,5131.721598270661,-0.230139566587554,0.1025754820137832,-2.243611846314598,0.0248573863905135,0.1482428120697409,False
ENSG00000187961,KLHL17,1530.2824165747506,-0.0277154474498907,0.0981550697137015,-0.2823638914498365,0.7776644993798826,0.906288759222178,False
ENSG00000187583,PLEKHN1,472.9702937109969,0.2577833053108218,0.1355467429103538,1.901803759912632,0.0571968145646182,0.2401126549157263,False
ENSG00000272512,ENSG00000272512,89.46532917937265,-0.4600230362804037,0.29463692155959,-1.5613217577939045,0.1184478524323606,0.3640644728055508,False
