gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
ENSG00000227232,WASH7P,361.109179113346,0.0810915015362633,0.12916927440583226,0.6277924987136247,0.5301398807657354,0.7720207359335106,False
ENSG00000238009,,6.170475521402769,0.09331251503716802,0.9551821644368809,0.09769080549381863,0.9221778167865138,,False
ENSG00000237683,,733.8412333757841,-0.012635568108705515,0.10599870081702459,-0.11920493375213237,0.9051129979540373,0.9663816371342302,False
ENSG00000268903,ENSG00000268903,4.911504061976138,-0.7612525689067365,0.9710268621606224,-0.7839665395176411,0.4330597442306626,,False
ENSG00000239906,ENSG00000239906,9.674604223689252,0.6657896670717031,0.6642929352266749,1.0022531202210023,0.31622135797392414,,False
ENSG00000241860,ENSG00000241860,76.05798864844058,0.05111019257179613,0.2801527533042499,0.18243687405880937,0.8552398900311589,0.9469675984625505,False
ENSG00000225972,MTND1P23,49.38219731722997,0.12029919253457692,0.39117757166030054,0.30753090476016604,0.7584393033829816,0.9007891202624525,False
ENSG00000225630,MTND2P28,4987.886994048232,0.19963354121621396,0.10546100714416616,1.8929606934562373,0.058363096858062055,0.2462454728878861,False
ENSG00000237973,MTCO1P12,1322.9941515839819,-0.15312889603094143,0.127707921097639,-1.1990555849223075,0.2305063327818644,0.522309770252356,False
ENSG00000229344,MTCO2P12,211.25025788873526,0.11814919793971924,0.19474134342656732,0.6066980737671183,0.5440513007429203,0.7800437026509967,False
ENSG00000248527,MTATP6P1,22275.938556097855,0.1434031163267277,0.07729814779785185,1.8551947286208186,0.06356842417473814,0.25906093591776885,False
ENSG00000198744,MTCO3P12,68.30554821118695,0.05006154922226241,0.27996964253624335,0.17881063378427436,0.8580863953033607,0.9482001271194469,False
ENSG00000224956,,75.09555749310586,0.3352960241205313,0.26104737015727153,1.284425979539758,0.19899294764823428,0.48233212630419214,False
ENSG00000235373,,22.248991870745716,0.5353262054814312,0.4461405097195353,1.1999049488197386,0.23017625777617556,,False
